wordText,lyricsRank,newYorkTimesRank,rank,googleBooksRank,happs,stdDev,twitterRank
carried,2462,1580,5087,680,5.44,1.1095,-1
centres,-1,-1,5088,4887,5.44,1.2316,-1
chair,1843,2297,5089,2259,5.44,1.248,1575
charter,-1,3991,5090,3888,5.44,0.9293,-1
columbia,-1,777,5091,3459,5.44,1.473,-1
company,1704,56,5092,368,5.44,1.58,816
consist,-1,-1,5093,3999,5.44,1.2803,-1
cope,4471,-1,5094,-1,5.44,1.6056,-1
counter,-1,-1,5095,3133,5.44,1.1808,-1
curtains,4078,-1,5096,-1,5.44,1.3726,-1
deck,2989,4698,5097,4720,5.44,1.3874,3202
den,872,-1,5098,3980,5.44,1.3426,1170
doors,1409,3555,5099,3340,5.44,1.0721,3012
earl,-1,-1,5100,3186,5.44,1.091,-1
editors,-1,4781,5101,-1,5.44,1.1808,-1
evelyn,-1,3784,5102,-1,5.44,1.0333,-1
fisher,-1,2712,5103,-1,5.44,1.2643,-1
flow,638,3419,5104,921,5.44,1.5928,2977
georgia,3143,2549,5105,4477,5.44,1.2803,4004
i'd,-1,-1,5106,-1,5.44,0.8122,-1
imports,-1,4281,5107,4220,5.44,1.4868,-1
jay,2762,1762,5108,-1,5.44,1.1278,1969
joel,-1,2387,5109,-1,5.44,1.0134,-1
jordan,-1,1921,5110,-1,5.44,1.7515,2871
kong,4240,3129,5111,-1,5.44,1.1808,4664
lab,-1,-1,5112,-1,5.44,1.5407,2536
lateral,-1,-1,5113,3170,5.44,1.2643,-1
mass,2873,345,5114,719,5.44,1.1095,2236
meant,658,2156,5115,1305,5.44,0.993,1270
metal,1610,3429,5116,1743,5.44,1.2803,1441
mister,1651,-1,5117,-1,5.44,1.4309,-1
montana,-1,-1,5118,-1,5.44,1.2803,4208
moore,-1,2312,5119,-1,5.44,1.5928,-1
noche,1574,-1,5120,-1,5.44,1.1808,-1
nov,-1,578,5121,4680,5.44,1.248,2450
operating,-1,1092,5122,2013,5.44,1.4165,-1
overall,-1,2174,5123,2212,5.44,1.2149,3964
passes,2894,3771,5124,3204,5.44,1.4868,3348
passing,1355,540,5125,1729,5.44,1.7398,3176
paul,1783,422,5126,1224,5.44,1.2149,1469
phrase,-1,4851,5127,2914,5.44,0.8369,4216
possess,4773,-1,5128,2963,5.44,1.5928,-1
quantitative,-1,-1,5129,4593,5.44,1.402,-1
recently,-1,544,5130,1497,5.44,1.1095,2098
refers,-1,-1,5131,2804,5.44,1.1634,-1
represent,2118,1745,5132,1540,5.44,1.0529,-1
saw,381,1142,5133,447,5.44,0.8122,336
search,1301,1648,5134,1509,5.44,1.1808,756
sept,-1,438,5135,4921,5.44,1.0333,4706
seventy,-1,-1,5136,4158,5.44,1.567,-1
signal,4896,3926,5137,1898,5.44,0.9723,-1
solomon,-1,4002,5138,-1,5.44,1.2961,-1
stations,-1,2334,5139,3746,5.44,0.9071,-1
storage,-1,4814,5140,2836,5.44,1.0721,4607
street,400,85,5141,740,5.44,0.8369,432
subject,-1,1283,5142,347,5.44,1.0333,4014
submit,-1,4839,5143,4714,5.44,1.5005,4845
surround,3064,-1,5144,-1,5.44,1.402,-1
ten,784,3037,5145,664,5.44,1.198,1661
tenants,-1,3993,5146,-1,5.44,1.1634,-1
thurs,-1,-1,5147,-1,5.44,1.3577,4319
tone,2736,3221,5148,2116,5.44,0.8609,4987
tongue,1170,-1,5149,2834,5.44,1.091,3598
trunk,2120,-1,5150,-1,5.44,0.9723,-1
tweeted,-1,-1,5151,-1,5.44,1.6922,2356
versions,-1,-1,5152,-1,5.44,1.0333,-1
wagner,-1,4409,5153,-1,5.44,0.9723,-1
wax,3936,-1,5154,-1,5.44,1.198,-1
wilson,-1,1631,5155,2766,5.44,0.7866,4691
worked,2190,691,5156,1190,5.44,1.58,1336
yen,-1,2531,5157,-1,5.44,1.4309,-1
zion,-1,3556,5158,-1,5.44,1.5274,-1
measurements,-1,-1,5159,3115,5.44,1.5966,-1
reactions,-1,-1,5160,2338,5.44,0.9655,-1
adjacent,-1,-1,5161,4024,5.43,1.1365,-1
bailar,3576,-1,5162,-1,5.43,1.0408,-1
kara,4025,-1,5163,-1,5.43,1.3385,-1
modes,-1,-1,5164,3767,5.43,1.2076,-1
proposition,-1,-1,5165,3674,5.43,1.4577,-1
remainder,-1,-1,5166,4301,5.43,1.2416,-1
steam,3548,-1,5167,2779,5.43,1.4434,-1
10am,-1,-1,5168,-1,5.42,1.1622,-1
again,105,467,5169,187,5.42,1.2631,162
also,1954,54,5170,70,5.42,1.0319,285
ashley,-1,-1,5171,-1,5.42,1.2469,3018
aye,2885,-1,5172,-1,5.42,1.6424,3280
background,2632,3065,5173,1853,5.42,1.2137,1704
bailey,-1,4931,5174,-1,5.42,1.1622,-1
barrel,3632,-1,5175,-1,5.42,1.295,-1
bedford,-1,4044,5176,-1,5.42,1.2304,-1
booth,4621,-1,5177,-1,5.42,1.1082,4565
bowl,3446,2008,5178,-1,5.42,1.2631,622
businessman,-1,4632,5179,-1,5.42,1.3864,-1
calls,1267,1051,5180,1907,5.42,1.0319,1218
came,259,423,5181,207,5.42,1.4155,483
carolyn,-1,3858,5182,-1,5.42,1.4721,-1
category,-1,4443,5183,2643,5.42,1.4995,-1
centre,-1,3879,5184,1487,5.42,0.8352,3439
chip,4683,4526,5185,-1,5.42,1.0515,2760
com,3133,-1,5186,2393,5.42,1.0708,800
comprehensive,-1,4787,5187,3138,5.42,1.3864,-1
compromise,3149,3066,5188,4363,5.42,1.8193,-1
conductor,-1,3970,5189,-1,5.42,1.3566,-1
course,1469,666,5190,238,5.42,1.3716,661
crow,4976,-1,5191,-1,5.42,1.6793,-1
dennis,-1,2177,5192,-1,5.42,0.9495,-1
derived,-1,-1,5193,1592,5.42,1.2137,-1
duration,-1,-1,5194,3182,5.42,1.2469,-1
enzyme,-1,-1,5195,4521,5.42,1.2631,-1
ever,132,619,5196,319,5.42,1.012,185
financial,-1,428,5197,1036,5.42,1.7853,1721
floors,4864,4199,5198,-1,5.42,0.8352,-1
frances,-1,2843,5199,-1,5.42,1.1796,-1
gene,-1,2830,5200,3099,5.42,0.9708,-1
going,191,162,5201,362,5.42,1.1622,66
gotten,3568,3867,5202,-1,5.42,1.3864,2165
he,60,13,5203,17,5.42,0.9055,69
himself,2083,694,5204,186,5.42,0.9708,1891
hockey,-1,624,5205,-1,5.42,1.6793,1573
hopkins,-1,4339,5206,-1,5.42,0.8352,-1
initial,-1,1891,5207,1367,5.42,1.0515,-1
inner,2592,4743,5208,1862,5.42,1.0319,3993
instance,-1,2962,5209,917,5.42,1.1082,-1
jeanne,-1,4956,5210,-1,5.42,1.0319,-1
jeremy,-1,4229,5211,-1,5.42,1.1445,-1
jr,-1,402,5212,2769,5.42,1.3415,2415
julia,-1,3073,5213,-1,5.42,1.1082,-1
julie,-1,2642,5214,-1,5.42,1.1796,-1
listenin,-1,-1,5215,-1,5.42,1.5398,4622
livingston,-1,4886,5216,-1,5.42,0.9278,-1
memphis,2838,-1,5217,-1,5.42,1.5661,-1
mentioned,-1,3689,5218,931,5.42,1.1082,2868
mercury,-1,-1,5219,4930,5.42,1.5398,-1
mini,-1,-1,5220,-1,5.42,1.0708,1791
monthly,-1,3003,5221,3760,5.42,0.9055,4965
nine,994,1068,5222,1600,5.42,1.1265,3495
note,2091,1638,5223,532,5.42,0.9916,1285
nowadays,4625,-1,5224,-1,5.42,1.4581,-1
om,1717,-1,5225,-1,5.42,1.6174,2404
oprah,-1,-1,5226,-1,5.42,2.0513,3625
pasa,3895,-1,5227,-1,5.42,1.1622,-1
penn,-1,3726,5228,-1,5.42,1.295,-1
peter,3318,454,5229,1637,5.42,1.0515,2178
point,772,396,5230,182,5.42,0.9055,614
polls,-1,3209,5231,-1,5.42,1.2792,-1
presentation,-1,4680,5232,3219,5.42,1.5791,2471
primarily,-1,2508,5233,1989,5.42,0.9495,-1
ranks,-1,4828,5234,4178,5.42,1.6793,-1
references,-1,-1,5235,1808,5.42,1.4721,-1
resulting,-1,3721,5236,1992,5.42,1.2137,-1
riley,-1,4933,5237,-1,5.42,1.1445,-1
rolled,2247,-1,5238,-1,5.42,1.3566,-1
roof,1852,4268,5239,3288,5.42,1.012,3387
sam,2612,1912,5240,4389,5.42,1.295,2305
sean,2694,3557,5241,-1,5.42,0.9278,3257
secretary,-1,641,5242,1289,5.42,1.3107,-1
select,-1,-1,5243,2430,5.42,1.2469,4716
signals,-1,-1,5244,4064,5.42,1.1445,-1
snl,-1,-1,5245,-1,5.42,1.295,4568
spencer,-1,4852,5246,-1,5.42,1.4721,-1
state's,-1,-1,5247,-1,5.42,0.9916,-1
subjects,-1,4472,5248,1067,5.42,1.012,-1
tables,3665,3724,5249,2577,5.42,0.8352,-1
tell,80,860,5250,496,5.42,1.0319,243
terry,-1,2313,5251,-1,5.42,1.1622,-1
theory,-1,2874,5252,427,5.42,1.4859,1723
tom,2915,1071,5253,3062,5.42,1.3415,1500
topic,-1,-1,5254,3745,5.42,0.8827,2117
toss,3054,-1,5255,-1,5.42,1.3716,-1
treasury's,-1,-1,5256,-1,5.42,1.5398,-1
tweets,-1,-1,5257,-1,5.42,1.9701,527
yorkers,-1,2246,5258,-1,5.42,1.3716,-1
you'll,-1,-1,5259,-1,5.42,1.3107,-1
calculated,-1,-1,5260,2413,5.42,1.3966,-1
configuration,-1,-1,5261,4715,5.42,1.4117,-1
inhabitants,-1,-1,5262,2489,5.42,1.4415,-1
statute,-1,-1,5263,3536,5.42,1.661,-1
interlude,4341,-1,5264,-1,5.41,1.4143,-1
clerk,-1,-1,5265,4350,5.41,1.3527,-1
constitutes,-1,-1,5266,4582,5.41,1.3681,-1
cylinder,-1,-1,5267,4888,5.41,1.2062,-1
knocks,4872,-1,5268,-1,5.41,1.5932,-1
ratio,-1,-1,5269,1633,5.41,1.4277,-1
tissue,-1,-1,5270,1646,5.41,1.4849,-1
variables,-1,-1,5271,1917,5.41,1.2403,-1
vector,-1,-1,5272,4115,5.41,1.0977,-1
vols,-1,-1,5273,3562,5.41,1.4566,-1
whassup,4904,-1,5274,-1,5.41,1.7902,-1
width,-1,-1,5275,3866,5.41,0.9336,-1
absolute,-1,-1,5276,1720,5.4,1.6162,4229
ah,369,-1,5277,3331,5.4,1.2122,643
alison,-1,4822,5278,-1,5.4,1.1066,-1
anne,-1,1289,5279,4315,5.4,1.1429,-1
arabia,-1,4794,5280,-1,5.4,1.6413,-1
arkansas,-1,4523,5281,-1,5.4,1.2289,-1
boldface,-1,4824,5282,-1,5.4,1.088,-1
cast,1637,1687,5283,1855,5.4,1.3702,2501
chamber,-1,2671,5284,2446,5.4,1.3702,-1
china,3119,925,5285,1065,5.4,1.7023,1559
claimed,-1,4365,5286,2416,5.4,1.178,-1
conquest,-1,-1,5287,4243,5.4,2.1093,-1
consecutive,-1,2967,5288,-1,5.4,1.1606,-1
daily,2436,611,5289,1118,5.4,1.0302,837
dana,-1,3996,5290,-1,5.4,1.0498,-1
definitions,-1,-1,5291,4513,5.4,1.1952,-1
distribution,-1,3028,5292,857,5.4,0.9689,-1
dna,-1,-1,5293,3131,5.4,1.3553,-1
document,-1,4013,5294,2380,5.4,1.2289,-1
each,386,259,5295,112,5.4,0.9897,692
earlier,-1,654,5296,762,5.4,1.2289,1247
embassy,-1,3536,5297,-1,5.4,1.3401,-1
esp,-1,-1,5298,-1,5.4,1.1429,3468
estimate,-1,3183,5299,2578,5.4,0.9897,-1
fam,4984,-1,5300,-1,5.4,1.6162,1212
figured,2809,-1,5301,-1,5.4,1.178,2524
fuel,3932,2568,5302,3006,5.4,1.178,4008
gulf,-1,1731,5303,4172,5.4,1.7143,-1
headquarters,-1,2116,5304,4190,5.4,1.0102,-1
healthcare,-1,-1,5305,-1,5.4,2.0603,3860
hee,4207,-1,5306,-1,5.4,1.4983,3918
holds,1667,2841,5307,2692,5.4,1.069,3712
inside,159,1103,5308,1275,5.4,0.7284,905
intent,-1,4582,5309,4445,5.4,1.4569,-1
jan,-1,429,5310,3454,5.4,1.1429,1376
johnson,-1,807,5311,2235,5.4,1.3702,3033
joseph,-1,594,5312,1934,5.4,1.6162,-1
lah,-1,-1,5313,-1,5.4,1.2289,4423
lawrence,-1,1088,5314,3843,5.4,1.3401,-1
lick,1399,-1,5315,-1,5.4,1.5649,4930
lou,3950,4450,5316,-1,5.4,1.3093,-1
lung,-1,-1,5317,4123,5.4,1.3093,-1
main,2040,839,5318,570,5.4,1.2122,1492
malcolm,-1,4881,5319,-1,5.4,1.0102,-1
margaret,-1,1496,5320,4129,5.4,1.2289,-1
matter,348,857,5321,352,5.4,1.0102,887
mexican,-1,2963,5322,3253,5.4,1.5253,2493
ministers,-1,4720,5323,2677,5.4,1.7728,-1
mixtape,-1,-1,5324,-1,5.4,1.0498,2392
nancy,-1,1226,5325,-1,5.4,1.3248,-1
oakland,-1,3515,5326,-1,5.4,1.3851,-1
obedience,-1,-1,5327,4840,5.4,1.6162,-1
one,41,46,5328,35,5.4,1.5908,53
paula,-1,4330,5329,-1,5.4,1.3401,-1
picks,-1,-1,5330,-1,5.4,1.3553,3939
processes,-1,-1,5331,1056,5.4,1.4846,-1
putting,2227,2084,5332,2680,5.4,1.088,1192
ranging,-1,4756,5333,-1,5.4,0.8806,-1
reminds,3093,-1,5334,-1,5.4,1.1952,2029
reorganization,-1,4683,5335,-1,5.4,1.4846,-1
represents,-1,2112,5336,1897,5.4,0.8806,-1
rien,3661,-1,5337,-1,5.4,1.1606,-1
riverdale,-1,3677,5338,-1,5.4,1.3997,-1
sarah,-1,1564,5339,-1,5.4,1.6288,1710
seen,302,741,5340,277,5.4,1.1952,403
statistical,-1,-1,5341,2994,5.4,1.2617,-1
stayed,1639,3790,5342,3910,5.4,1.2454,2421
stomach,2923,-1,5343,3531,5.4,1.069,1208
string,2340,3688,5344,3449,5.4,1.088,-1
sushi,-1,-1,5345,-1,5.4,2.2497,2232
tap,3649,-1,5346,-1,5.4,1.2289,3186
testament,-1,-1,5347,3418,5.4,1.5386,-1
thee,1669,-1,5348,2195,5.4,1.069,2565
they'll,-1,-1,5349,-1,5.4,1.2778,-1
transfer,-1,3203,5350,1597,5.4,1.5119,4761
two,206,52,5351,69,5.4,0.9689,260
xxx,-1,-1,5352,-1,5.4,1.8516,1750
origins,-1,-1,5353,4153,5.4,1.5122,-1
actin,2603,-1,5354,-1,5.39,1.3665,-1
cielo,2095,-1,5355,-1,5.39,1.525,-1
defence,-1,-1,5356,2497,5.39,1.525,-1
dub,4015,-1,5357,-1,5.39,1.2553,-1
empirical,-1,-1,5358,3377,5.39,1.4835,-1
explicitly,-1,-1,5359,4918,5.39,1.4835,-1
jive,3911,-1,5360,-1,5.39,1.9453,-1
reprinted,-1,-1,5361,4621,5.39,1.1331,-1
spins,4494,-1,5362,-1,5.39,1.4694,-1
#letsbehonest,-1,-1,5363,-1,5.38,1.4968,-1
ahh,1517,-1,5364,-1,5.38,1.427,1425
am,128,131,5365,242,5.38,1.0859,71
announcement,-1,2533,5366,-1,5.38,1.427,-1
arms,402,1566,5367,1003,5.38,0.9875,2388
baltimore,-1,2253,5368,4693,5.38,1.1933,4499
basis,-1,1597,5369,651,5.38,1.0079,-1
butler,-1,4510,5370,-1,5.38,1.6022,-1
camino,3578,-1,5371,-1,5.38,1.4412,-1
carved,4958,-1,5372,-1,5.38,1.3076,-1
clark,-1,2092,5373,4246,5.38,1.1761,-1
coefficient,-1,-1,5374,3941,5.38,1.5635,-1
comp,-1,-1,5375,-1,5.38,0.9452,3694
control,470,599,5376,273,5.38,1.4831,1215
copy,-1,4185,5377,2096,5.38,1.0669,1388
core,2976,3868,5378,2478,5.38,1.0859,3666
curriculum,-1,-1,5379,3913,5.38,1.4831,-1
dec,-1,481,5380,4168,5.38,1.3536,1690
deemed,-1,-1,5381,4503,5.38,1.4412,-1
detective,-1,3317,5382,-1,5.38,1.5372,-1
different,608,628,5383,164,5.38,1.2436,743
doctrine,-1,-1,5384,1632,5.38,1.701,-1
door,285,1630,5385,765,5.38,1.2103,498
files,-1,4694,5386,3583,5.38,1.427,2797
following,2492,1198,5387,232,5.38,1.6399,601
grams,-1,4530,5388,-1,5.38,0.9452,-1
hp,-1,-1,5389,-1,5.38,1.427,3312
hudson,-1,1857,5390,-1,5.38,1.2436,-1
i'll,-1,-1,5391,-1,5.38,1.2919,-1
industry,3377,494,5392,723,5.38,1.3076,1069
items,-1,2305,5393,1876,5.38,1.5372,2628
jamie,4731,4337,5394,-1,5.38,0.9666,3845
jesse,-1,3092,5395,-1,5.38,1.4412,-1
latin,-1,2474,5396,1617,5.38,1.3834,-1
let,67,813,5397,321,5.38,1.0079,222
lite,-1,-1,5398,-1,5.38,1.427,-1
lookin,1046,-1,5399,-1,5.38,1.3686,1468
machine,1195,2750,5400,1444,5.38,1.2599,856
manner,-1,4146,5401,645,5.38,1.3536,-1
mit,1242,-1,5402,-1,5.38,1.2599,1604
nelson,-1,2466,5403,-1,5.38,1.276,-1
nitrogen,-1,-1,5404,4283,5.38,1.4412,-1
nucleus,-1,-1,5405,4317,5.38,1.4553,-1
official,4923,534,5406,1339,5.38,1.028,1228
overtime,-1,4797,5407,-1,5.38,1.9472,-1
personnel,-1,3285,5408,2610,5.38,1.1045,-1
pitching,-1,-1,5409,-1,5.38,1.427,-1
projected,-1,4959,5410,-1,5.38,1.2919,-1
province,-1,4807,5411,2290,5.38,1.4831,-1
rope,2236,-1,5412,-1,5.38,1.2599,-1
said,112,11,5413,85,5.38,0.901,235
second,709,225,5414,200,5.38,1.1933,598
securities,-1,899,5415,4957,5.38,2.0493,-1
send,681,1305,5416,1590,5.38,1.3536,551
sensitivity,-1,-1,5417,3990,5.38,1.7715,-1
shall,743,4024,5418,176,5.38,1.2436,1271
soldiers,1889,1821,5419,1651,5.38,1.6399,-1
standards,-1,1540,5420,1530,5.38,1.0859,-1
statistically,-1,3535,5421,-1,5.38,1.4126,-1
steps,1634,2026,5422,1469,5.38,1.1229,2443
steve,4926,1245,5423,-1,5.38,0.901,1778
tan,1262,-1,5424,-1,5.38,1.713,2894
technical,-1,2447,5425,1455,5.38,1.6022,4813
text,-1,4031,5426,858,5.38,1.3231,748
thread,4500,-1,5427,-1,5.38,1.3536,-1
tierra,4052,-1,5428,-1,5.38,1.6149,-1
timbaland,4627,-1,5429,-1,5.38,1.4968,-1
tricks,2099,-1,5430,-1,5.38,1.5238,4707
tunnel,4099,4943,5431,-1,5.38,1.4553,-1
twelve,2566,-1,5432,1790,5.38,1.1586,-1
wants,524,988,5433,2135,5.38,1.3231,494
wednesday,4862,235,5434,-1,5.38,1.3384,1369
whew,-1,-1,5435,-1,5.38,1.1933,4338
wordpress,-1,-1,5436,-1,5.38,1.2103,2616
would,120,39,5437,48,5.38,0.8545,87
yards,-1,1953,5438,3747,5.38,0.9234,-1
year,641,71,5439,173,5.38,1.3536,156
yesterday's,-1,-1,5440,-1,5.38,1.4693,-1
comparison,-1,-1,5441,1560,5.37,1.2195,-1
ella,1565,-1,5442,-1,5.37,1.6033,-1
givin,2487,-1,5443,-1,5.37,1.2532,-1
hem,4407,-1,5444,-1,5.37,1.2195,-1
parish,-1,-1,5445,3798,5.37,1.7041,-1
silently,4232,-1,5446,-1,5.37,1.5505,-1
sits,2625,-1,5447,-1,5.37,1.0934,-1
whispering,2818,-1,5448,-1,5.37,1.6291,-1
illusions,4000,-1,5449,-1,5.36,1.8109,-1
asked,952,383,5450,438,5.36,1.2739,902
bee,2752,-1,5451,-1,5.36,1.6507,3665
briefing,-1,1013,5452,-1,5.36,1.2578,-1
britney,-1,-1,5453,-1,5.36,1.6753,3273
capitol,-1,4245,5454,-1,5.36,1.2898,-1
caps,4996,-1,5455,-1,5.36,1.0254,4428
claire,-1,3903,5456,-1,5.36,1.5487,-1
clip,2259,-1,5457,-1,5.36,1.2578,2953
clips,3673,-1,5458,-1,5.36,1.1739,-1
colonial,-1,-1,5459,2164,5.36,1.3516,-1
constitute,-1,-1,5460,3128,5.36,1.1386,-1
contracts,-1,2043,5461,3570,5.36,1.2415,-1
covering,-1,4636,5462,3563,5.36,0.8751,-1
customs,-1,-1,5463,3070,5.36,1.6383,-1
dash,3934,-1,5464,-1,5.36,1.4813,-1
delta,-1,4830,5465,-1,5.36,1.0451,-1
dishes,-1,4749,5466,-1,5.36,1.8156,3928
economic,-1,440,5467,318,5.36,1.6874,2320
edit,-1,-1,5468,-1,5.36,1.1739,3475
eileen,-1,4182,5469,-1,5.36,1.2081,-1
establishment,-1,4899,5470,2003,5.36,1.2898,-1
finger,1258,-1,5471,3539,5.36,1.1739,1583
georgetown,-1,4325,5472,-1,5.36,1.4675,-1
gloria,4184,4223,5473,-1,5.36,1.4675,-1
greene,-1,3476,5474,-1,5.36,1.0451,-1
gud,-1,-1,5475,-1,5.36,1.5618,2929
hall,1756,592,5476,1261,5.36,1.2081,1713
hay,962,-1,5477,-1,5.36,1.4813,452
heard,330,1240,5478,609,5.36,0.802,461
jimmy,2123,3224,5479,-1,5.36,1.1205,2785
linear,-1,-1,5480,2651,5.36,1.1911,-1
liquor,2372,-1,5481,-1,5.36,2.2836,4915
listing,-1,2031,5482,-1,5.36,1.0053,3953
lmaoo,-1,-1,5483,-1,5.36,1.8926,2446
mason,-1,3965,5484,-1,5.36,0.9424,-1
miller,-1,1132,5485,3629,5.36,1.0254,4415
milwaukee,-1,3888,5486,-1,5.36,1.1739,-1
monde,4174,-1,5487,-1,5.36,1.2739,-1
mouse,4568,-1,5488,-1,5.36,1.9563,2531
moving,788,1254,5489,1441,5.36,1.495,1023
msn,-1,-1,5490,-1,5.36,1.7468,3017
nba,-1,2412,5491,-1,5.36,1.849,2853
nude,-1,-1,5492,-1,5.36,1.9667,3316
nuestro,3348,-1,5493,-1,5.36,1.3211,-1
overview,-1,3732,5494,-1,5.36,1.4394,-1
oz,-1,-1,5495,-1,5.36,1.5086,3473
pattern,-1,4299,5496,1132,5.36,1.77,-1
port,-1,1656,5497,2045,5.36,1.4394,3738
possession,-1,4343,5498,1889,5.36,1.9873,-1
press,2272,693,5499,323,5.36,1.2249,1159
principal,-1,1822,5500,1195,5.36,1.3962,-1
pronto,4924,-1,5501,-1,5.36,1.2415,-1
quiero,757,-1,5502,-1,5.36,0.9848,4544
rabbi,-1,1038,5503,-1,5.36,1.4535,-1
reposing,-1,3011,5504,-1,5.36,1.5354,-1
russell,-1,2386,5505,4535,5.36,1.3815,-1
same,193,303,5506,101,5.36,1.2739,272
si,405,-1,5507,2917,5.36,1.4251,819
sim,-1,-1,5508,-1,5.36,0.9638,4431
sit,505,2463,5509,2068,5.36,1.2249,1095
sold,1207,794,5510,1839,5.36,1.2898,1749
sounded,-1,4735,5511,-1,5.36,1.0451,4087
staff,-1,514,5512,1124,5.36,0.8751,2030
standing,536,1978,5513,1290,5.36,0.8514,2066
stocks,-1,1367,5514,-1,5.36,1.2898,3417
structure,-1,2821,5515,493,5.36,1.3815,-1
stuart,-1,2254,5516,-1,5.36,1.3815,-1
subsequently,-1,-1,5517,3074,5.36,1.1563,-1
sympathy,3007,1215,5518,3364,5.36,1.9141,-1
taiwan,-1,4437,5519,-1,5.36,1.2739,-1
target,4158,2735,5520,2484,5.36,1.5221,2106
teeth,1468,-1,5521,2398,5.36,1.8709,1486
trenton,-1,4459,5522,-1,5.36,1.3516,-1
tres,4814,-1,5523,-1,5.36,1.5221,-1
trucks,4435,3748,5524,-1,5.36,1.663,-1
tuesdays,-1,3383,5525,-1,5.36,1.1386,-1
tummy,-1,-1,5526,-1,5.36,1.3815,3601
tweeting,-1,-1,5527,-1,5.36,1.9667,1085
verb,-1,-1,5528,4759,5.36,1.1563,-1
vest,3156,-1,5529,-1,5.36,1.1386,-1
wakes,4511,-1,5530,-1,5.36,1.6753,-1
walter,-1,1599,5531,3328,5.36,1.4251,-1
we'd,-1,-1,5532,-1,5.36,1.1563,-1
westchester,-1,1299,5533,-1,5.36,1.3962,-1
wi,3435,-1,5534,-1,5.36,0.8751,4137
wright,-1,2892,5535,-1,5.36,0.9848,-1
you'd,-1,-1,5536,-1,5.36,1.1563,-1
yugoslavia,-1,4614,5537,-1,5.36,1.3815,-1
emperor,-1,-1,5538,2081,5.35,2.0576,-1
thesis,-1,-1,5539,3921,5.35,1.8507,-1
chevy,4182,-1,5540,-1,5.35,1.7145,-1
della,4960,-1,5541,-1,5.35,1.1824,-1
finite,-1,-1,5542,4629,5.35,1.4513,-1
loot,3159,-1,5543,-1,5.35,2.0872,-1
motive,-1,-1,5544,4491,5.35,1.4938,-1
define,4699,-1,5545,2760,5.34,1.0689,-1
#news,-1,-1,5546,-1,5.34,1.394,-1
adams,-1,2887,5547,3926,5.34,1.0806,4883
advised,-1,4364,5548,4830,5.34,1.6977,-1
andrea,-1,3279,5549,-1,5.34,1.2224,-1
anonymity,-1,4884,5550,-1,5.34,1.3342,-1
anthony,-1,1323,5551,-1,5.34,1.4654,4583
anything,367,800,5552,608,5.34,1.0224,401
anywhere,1155,4036,5553,4210,5.34,1.2875,2153
arc,-1,-1,5554,3380,5.34,1.1713,-1
areas,-1,1211,5555,592,5.34,1.0224,-1
ay,907,-1,5556,-1,5.34,0.9607,4498
backs,2860,-1,5557,-1,5.34,1.4373,-1
bros,-1,-1,5558,-1,5.34,1.5334,3992
campaign,-1,365,5559,1886,5.34,1.5467,1921
candidate,-1,1309,5560,3774,5.34,1.0994,-1
carter,-1,2168,5561,-1,5.34,1.6113,-1
checked,-1,-1,5562,-1,5.34,1.1359,2148
classified,-1,-1,5563,4544,5.34,1.4514,-1
colts,-1,-1,5564,-1,5.34,1.5858,2715
comparable,-1,4633,5565,4401,5.34,1.2554,-1
crossing,4400,-1,5566,4272,5.34,1.3342,-1
currently,-1,2426,5567,3619,5.34,0.8234,1125
denver,-1,2724,5568,-1,5.34,1.493,3151
ding,2467,-1,5569,-1,5.34,1.5986,-1
doctor,1402,2413,5570,1785,5.34,1.6239,996
drank,2334,-1,5571,-1,5.34,1.4654,3682
editorial,-1,1193,5572,-1,5.34,1.3644,-1
flick,4368,-1,5573,-1,5.34,1.3644,-1
fur,-1,-1,5574,4355,5.34,1.7333,4043
gear,3335,-1,5575,-1,5.34,1.2875,2576
geek,-1,-1,5576,-1,5.34,1.891,3021
german,-1,1230,5577,667,5.34,1.394,2549
giant,3831,2746,5578,4880,5.34,1.1886,2057
giants,-1,1887,5579,-1,5.34,1.493,4249
hampton,-1,3115,5580,-1,5.34,1.3342,-1
harold,-1,2087,5581,-1,5.34,1.1537,-1
ily,-1,-1,5582,-1,5.34,1.5729,4022
iron,2277,-1,5583,1066,5.34,1.3494,1672
karen,-1,1838,5584,-1,5.34,1.3793,-1
korea,-1,1893,5585,4234,5.34,1.3793,4914
liebe,3196,-1,5586,-1,5.34,1.394,-1
lillian,-1,4102,5587,-1,5.34,1.4654,-1
log,-1,-1,5588,4122,5.34,0.9607,3483
manufacturer,-1,3112,5589,-1,5.34,1.0224,-1
massive,-1,-1,5590,4011,5.34,1.2875,2084
maureen,-1,4502,5591,-1,5.34,0.7982,-1
mc,1739,-1,5592,-1,5.34,1.394,3399
middle,799,980,5593,604,5.34,0.7174,1101
moderate,-1,4520,5594,3195,5.34,1.2715,-1
nog,1750,-1,5595,-1,5.34,1.1359,2895
noticed,3114,4808,5596,2724,5.34,1.423,2078
occurred,-1,1963,5597,1583,5.34,1.0224,-1
ohhhh,3166,-1,5598,-1,5.34,1.9651,-1
orleans,2841,2894,5599,-1,5.34,1.2554,3415
ounce,3637,-1,5600,-1,5.34,0.9607,-1
pack,1100,-1,5601,-1,5.34,1.2715,1452
percent,-1,81,5602,696,5.34,0.9172,3546
phil,-1,3604,5603,-1,5.34,1.1178,3453
